"","title","sales","console_PS4","console_XBox1","console_Switch","genre_Fighting","genre_Misc","genre_Platform","genre_Racing","genre_RPG","genre_Shooter","genre_Sports","genre_Action_Adventure","player_vector","esrb_vector","metascore","user_score_x10","igdb_member_rating","igdb_critic_rating","ign_x10","mgAverage"
"380","Star Wars Battlefront (2015)",7198189,0,1,0,0,0,0,0,0,1,0,0,2,2,73,50,NA,NA,80,79.1
"381","Star Wars Battlefront II (2017)",4096930,1,0,0,0,0,0,0,0,1,0,0,2,2,82,76,NA,NA,65,69.9
"382","Star Wars: Battlefront (2015)",7393020,1,0,0,0,0,0,0,0,1,0,0,2,2,73,50,NA,NA,80,79.1
"383","Stardew Valley",18660,1,0,0,0,1,0,0,0,0,0,0,0,1,86,77,NA,NA,88,90.3
"384","Starlink: Battle for Atlas",69322,0,0,1,0,0,0,0,0,0,0,1,0,1,74,78,NA,NA,70,77.4
"385","State of Decay 2",279295,0,1,0,0,0,0,0,0,0,0,1,1,3,66,52,NA,NA,75,68.6
"386","State of Decay: Year-One Survival Edition",60001,0,1,0,0,1,0,0,0,0,0,0,0,3,72,68,NA,NA,89,68
"387","Steep",591887,1,0,0,0,0,0,0,0,0,1,0,1,2,71,65,NA,NA,79,72.3
"388","Strange Brigade",25072,1,0,0,0,0,0,0,0,1,0,0,1,2,73,58,NA,NA,75,71.9
"389","Street Fighter 30th Anniversary Collection",71575,1,0,0,1,0,0,0,0,0,0,0,1,2,83,68,NA,NA,NA,70.5
"390","Street Fighter V",1161957,1,0,0,1,0,0,0,0,0,0,0,1,2,77,36,NA,NA,80,72.625
"391","Styx: Shards of Darknes",28158,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,78,81.4
"392","Sunset Overdrive",309881,0,1,0,0,0,0,0,0,1,0,0,2,3,81,78,NA,NA,90,79.5555555555556
"393","Super Bomberman R",259762,0,0,1,0,1,0,0,0,0,0,0,2,1,62,68,NA,NA,62,62.7777777777778
"394","Super Mario Odyssey",11714226,0,0,1,0,0,1,0,0,0,0,0,0,1,97,89,NA,NA,100,93.7
"395","Super Mario Party",4972711,0,0,1,0,1,0,0,0,0,0,0,2,0,76,75,NA,NA,73,78.8
"396","Super Smash Bros. Ultimate",8951009,0,0,1,1,0,0,0,0,0,0,0,2,1,93,87,NA,NA,94,92.7
"397","Sushi Striker: The Way of Sushido",18552,0,0,1,0,1,0,0,0,0,0,0,1,0,76,78,NA,NA,NA,78.8
"398","Sword Art Online: Fatal Bullet",154942,1,0,0,0,0,0,0,1,0,0,0,2,2,64,73,NA,NA,59,62
"399","Sword Art Online: Hollow Realization",137477,1,0,0,0,0,0,0,1,0,0,0,1,2,69,74,NA,NA,67,68.5
"400","Taiko no Tatsujin: Drum 'n' Fun!",165667,0,0,1,0,0,0,0,0,0,0,1,0,0,78,80,NA,NA,NA,74.5
"401","Tales of Berseria",399889,1,0,0,0,0,0,0,1,0,0,0,0,2,79,70,NA,NA,88,81.6
"402","Tales of Zestiria",115749,1,0,0,0,0,0,0,1,0,0,0,0,2,72,73,NA,NA,78,75.5714285714286
"403","Tearaway Unfolded",15995,1,0,0,0,0,1,0,0,0,0,0,2,NA,81,80,NA,NA,76,78.4
"404","Teenage Mutant Ninja Turtles: Mutants in Manhattan",41792,1,0,0,0,0,0,0,0,0,0,1,2,NA,44,54,NA,NA,49,56.75
"405","Tekken 7",818002,1,0,0,1,0,0,0,0,0,0,0,2,2,82,68,NA,NA,95,84.1
"406","The Amazing Spider-Man 2 (2014)",127274,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,54,66
"407","The Binding of Isaac",23209,0,0,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,75,83.375
"408","The Crew",1010892,1,0,0,0,0,0,1,0,0,0,0,2,2,61,53,NA,NA,60,64.8
"409","The Crew 2",485110,1,0,0,0,0,0,1,0,0,0,0,2,2,64,51,NA,NA,70,70.3
"410","The Elder Scrolls Online: Morrowind",38514,1,0,0,0,0,0,0,0,1,0,0,2,NA,75,60,NA,NA,80,80.125
"411","The Elder Scrolls Online: Tamriel Unlimited",1201950,1,0,0,0,0,0,0,1,0,0,0,2,3,74,76,NA,NA,80,81.2
"412","The Elder Scrolls V: Skyrim",2384573,0,0,1,0,0,0,0,1,0,0,0,0,3,81,71,NA,NA,95,87.9
"413","The Elder Scrolls V: Skyrim PSVR",271722,1,0,0,0,0,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,68,79.5555555555556
"414","The Evil Within",731108,1,0,0,0,0,0,0,0,0,0,1,0,3,75,75,NA,NA,87,77
"415","The Evil Within II",713747,1,0,0,0,0,0,0,0,0,0,1,0,3,76,85,NA,NA,80,80.4
"416","The Heavy Rain and Beyond: Two Souls Collection",34566,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,89,NA,NA,NA
"417","The Inpatient",44768,1,0,0,0,0,0,0,0,0,0,1,0,3,59,57,NA,NA,NA,50.6666666666667
"418","The King of Fighters XIV",65327,1,0,0,1,0,0,0,0,0,0,0,2,2,79,82,NA,NA,80,78.8
"419","The Last Guardian",953304,1,0,0,0,0,0,0,0,0,0,1,0,2,82,80,NA,NA,70,81.2222222222222
"420","The Last of Us",5395650,1,0,0,0,0,0,0,0,0,0,1,2,3,95,91,NA,NA,100,91.3
"421","The Last of Us Remastered",3413340,1,0,0,0,0,0,0,0,0,0,1,2,3,95,91,NA,NA,100,91.3
"422","The Legend of Heroes: Trails of Cold Steel III",92129,1,0,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,83.8
"423","The Legend of Zelda: Breath of the Wild",9460827,0,0,1,0,0,0,0,0,0,0,1,0,1,97,85,NA,NA,100,97.1
"424","The LEGO Movie Videogame",52388,1,0,0,0,0,0,0,0,0,0,1,0,1,71,71,NA,NA,65,75.6
"425","The Lego Ninjago Movie Videogame",36304,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,80,73,NA,72.625
"426","The Order 1866",1180405,1,0,0,0,0,0,0,0,1,0,0,0,3,63,67,NA,NA,65,62.875
"427","The Sims 4",827043,1,0,0,0,1,0,0,0,0,0,0,0,2,66,37,NA,NA,75,69.7777777777778
"428","The Surge",34395,1,0,0,0,0,0,0,0,0,0,1,0,3,73,66,NA,NA,79,76.4
"429","The Walking Dead - The Telltale Series: A New Frontier",79290,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,73.2222222222222
"430","The Walking Dead: A Telltale Games Series - The Complete First Season",34247,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,83,NA,NA,93,83.5
